"","Year","Origin","Dest","CNT","DepDelaySum","ArrDelaySum"
"33580",1996,"DFW","PHL",3625,51466,58682
"33581",1996,"BNA","DTW",2332,16171,11375
"33582",1996,"MSY","DTW",1076,5156,4072
"33583",1996,"SRQ","DTW",557,5386,4278
"33584",1996,"DEN","HDN",127,990,419
"33585",1996,"JNU","KTN",523,5299,5435
"33586",1996,"RSW","ATL",2528,25677,28319
"33587",1996,"BWI","BHM",845,9731,8465
"33588",1996,"FLL","BOS",811,13098,11671
"33589",1996,"STL","CLE",4199,45012,39405
"33590",1996,"ILM","CLT",2111,10803,9320
"33591",1996,"MEM","CVG",717,3475,5141
"33592",1996,"AKN","ANC",276,2961,4540
"33593",1996,"EWR","ROC",388,5442,7646
"33594",1997,"JNU","PSG",350,6776,6787
"33595",1997,"ORD","ROC",3448,28588,27799
"33596",1997,"IAH","SDF",709,7328,7026
"33597",1997,"SAT","STL",1733,5277,5486
"33598",1997,"SRQ","STL",559,2535,583
"33599",1997,"CLT","MCI",1452,10242,7455
"33600",1997,"STL","OKC",3036,28784,24968
"33601",1997,"BWI","PHL",561,2236,4286
"33602",1997,"SHV","DFW",1084,4129,5590
"33603",1997,"FLL","IAH",1442,3767,2548
"33604",1997,"ABQ","LAS",2429,21748,19940
"33605",1997,"MCI","LAS",1681,14406,6355
"33606",1997,"MSY","LAX",1086,5471,1758
"33607",1997,"ATL","BDL",1896,16808,14550
"33608",1997,"JFK","CVG",363,6672,7539
"33609",1997,"SAT","MSP",4,-65,-72
"33610",1997,"SEA","FAI",412,5258,5953
"33611",1997,"CMH","FLL",62,948,1434
"33612",1997,"SJC","SFO",1,-2,15
"33613",1998,"ICT","PHX",724,7803,9492
"33614",1998,"CMH","RSW",142,1116,1824
"33615",1998,"LAX","SAT",708,10577,7838
"33616",1998,"BWI","SJU",363,2002,1070
"33617",1998,"SEA","SNA",1383,11031,12622
"33618",1998,"CMH","LGA",1783,18005,21668
"33619",1998,"RIC","LGA",1149,8421,6511
"33620",1998,"MSY","MIA",1071,5092,6988
"33621",1998,"MEM","DFW",3472,19925,11573
"33622",1998,"IAD","IAH",1037,8809,10405
"33623",1998,"PDX","LAX",5093,42753,39612
"33624",1998,"DCA","BDL",1260,6974,5491
"33625",1998,"LAS","DEN",4410,60633,47366
"33626",1999,"SEA","PHL",824,7129,8591
"33627",1999,"BGM","PIT",971,5235,6332
"33628",1999,"MCI","PIT",1339,5573,3235
"33629",1999,"PHL","RIC",1707,20660,22072
"33630",1999,"ORD","RST",1333,15367,17273
"33631",1999,"PSP","SJC",153,407,576
"33632",1999,"DTW","SNA",694,6545,2037
"33633",1999,"BWI","MHT",4411,54106,50323
"33634",1999,"BOI","ORD",442,3553,4073
"33635",1999,"MIA","ORD",4670,74063,71380
"33636",1999,"FLL","DFW",2646,20499,22151
"33637",1999,"MSP","FSD",2049,10502,2760
"33638",1999,"MCI","HOU",311,6280,3747
"33639",1999,"LIT","CVG",709,3362,4412
"33640",1999,"STL","CVG",1818,12081,14283
"33641",1999,"RDU","BNA",840,9295,6204
"33642",1999,"GSO","MCO",1,23,36
"33643",2000,"FLL","LGA",2961,72905,80248
"33644",2000,"ORD","MCO",3687,61574,62306
"33645",2000,"SAT","MCO",366,1116,145
"33646",2000,"LAX","MSY",782,11338,7677
"33647",2000,"PHX","HOU",2102,27184,20958
"33648",2000,"DEN","CLT",965,3148,4151
"33649",2000,"MSY","DCA",664,1241,2568
"33650",2000,"MOB","BHM",171,3234,3431
"33651",2001,"PHL","RSW",918,12076,7920
"33652",2001,"MCO","IND",1312,6912,2439
"33653",2001,"BHM","MSY",2323,19597,12327
"33654",2001,"TPA","PBI",2202,10380,-448
"33655",2001,"ABQ","SEA",362,2789,-100
"33656",2001,"LAS","TPA",531,5124,2741
"33657",2001,"ORD","LAX",9413,129489,71161
"33658",2001,"DEN","MCI",2259,27232,27614
"33659",2001,"SAT","DEN",875,4450,2960
"33660",2001,"ORD","PWM",1035,13002,8111
"33661",2001,"MOB","BTR",291,365,887
"33662",2001,"DFW","BTR",2566,21507,21612
"33663",2001,"RIC","CVG",697,1222,-1096
"33664",2001,"DFW","CRP",2300,34614,24897
"33665",2001,"MIA","JAX",1896,17424,16230
"33666",2001,"DFW","SJU",1384,24650,17706
"33667",2001,"BNA","MIA",329,1000,1381
"33668",2001,"BWI","DCA",1,12,30
"33669",2001,"SFO","ANC",179,1912,-1139
"33670",2002,"PIT","ROC",1186,1216,-4160
"33671",2002,"ALB","PIT",1439,277,2713
"33672",2002,"IAH","CLT",1529,567,-3930
"33673",2002,"LAX","SMF",3136,21265,7266
"33674",2002,"SDF","TPA",364,1518,-432
"33675",2002,"PHX","BUF",365,5718,692
"33676",2002,"TUS","MSP",415,642,-1078
"33677",2002,"SEA","ORD",5326,27278,2129
"33678",2002,"DFW","JAX",1769,7917,6719
"33679",2002,"CVG","LGA",2138,13639,9523
"33680",2002,"RIC","ORF",119,-210,410
"33681",2002,"EWR","SLC",968,2674,2694
"33682",2002,"DFW","SGF",2758,8434,6351
"33683",2002,"SAN","STL",1415,3810,-1097
"33684",2002,"BUR","PDX",1022,5962,3649
"33685",2002,"MCI","EWR",735,853,-2752
"33686",2002,"OAK","HOU",38,179,-438
"33687",2003,"FLL","CLT",2411,8470,13504
"33688",2003,"PIT","MHT",807,3909,2593
"33689",2003,"SEA","MDW",1680,5692,4116
"33690",2003,"TUS","ABQ",723,3001,1101
"33691",2003,"PHX","DTW",3471,23026,17680
"33692",2003,"MEM","MIA",488,1566,2674
"33693",2003,"PSC","SLC",1840,3240,-920
"33694",2003,"OMA","SLC",747,3896,1897
"33695",2003,"LAX","SMX",2084,4721,-5267
"33696",2003,"DEN","DRO",1432,7319,5511
"33697",2003,"MIA","LAX",2293,22650,17551
"33698",2003,"JAN","ATL",2265,15971,9023
"33699",2003,"PBI","DFW",1342,499,2160
"33700",2003,"ADQ","ANC",675,6740,5509
"33701",2003,"DEN","JFK",361,845,62
"33702",2003,"CMH","IAH",1063,3484,4021
"33703",2003,"EWR","TPA",1834,12248,6192
"33704",2003,"IAH","PDX",752,2736,1049
"33705",2003,"GNV","MCN",1,22,78
"33706",2003,"DCA","SHV",1,55,194
"33707",2003,"CLE","SEA",202,-19,-2426
"33708",2003,"LAX","XNA",120,87,-122
"33709",2004,"DEN","COS",2126,11801,7623
"33710",2004,"DEN","SAN",2081,13741,9994
"33711",2004,"CVG","ORD",5730,75187,78078
"33712",2004,"PHX","CLT",853,379,-3961
"33713",2004,"PVD","PHL",3517,37392,41029
"33714",2004,"PIT","TPA",1231,3229,371
"33715",2004,"ABQ","STL",366,3623,1355
"33716",2004,"BDL","MDW",708,6554,1364
"33717",2004,"BUR","SJC",3017,27096,19267
"33718",2004,"BWI","SAN",732,9279,-2218
"33719",2004,"MSY","BHM",2215,24938,19029
"33720",2004,"MHT","LGA",1011,2828,1267
"33721",2004,"CIC","SFO",1058,5093,443
"33722",2004,"LAX","SGU",704,2754,491
"33723",2004,"IAH","VCT",991,4432,3952
"33724",2004,"SGU","IDA",1,50,NA
"33725",2004,"EWR","MCI",1289,12846,11591
"33726",2004,"GSP","ORD",1485,15105,16240
"33727",2004,"CHS","AUS",1,105,131
"33728",2004,"ACV","CIC",2,62,NA
"33729",2004,"GRB","MQT",147,2138,943
"33730",2004,"TWF","SUN",0,NA,NA
"33731",2005,"ALB","ORD",2515,28249,16110
"33732",2005,"LAS","DEN",5852,40667,23642
"33733",2005,"PHL","SAN",946,17058,10319
"33734",2005,"CLT","IAD",3734,17586,17409
"33735",2005,"CLT","PIT",3185,26737,12679
"33736",2005,"DCA","ALB",893,14297,12700
"33737",2005,"MCO","SDF",365,4566,2388
"33738",2005,"MDW","SDF",1942,26554,16861
"33739",2005,"GSO","DTW",766,2394,2181
"33740",2005,"SLC","OKC",1324,14635,12840
"33741",2005,"DEN","CVG",1681,6230,3544
"33742",2005,"PNS","IAH",1648,3042,8388
"33743",2005,"SRQ","IAH",249,-1402,-356
"33744",2005,"IAD","DFW",2075,15297,8822
"33745",2005,"AUS","ATL",2473,31126,32616
"33746",2005,"SAT","ATL",3137,39840,45989
"33747",2005,"ATL","LFT",1047,13511,10682
"33748",2005,"DFW","TYR",2621,10574,10577
"33749",2005,"SJU","IAH",504,972,1257
"33750",2005,"COS","AUS",1,103,78
"33751",2006,"CLT","CHS",1631,10899,6779
"33752",2006,"OMA","PHX",2158,14029,1550
"33753",2006,"MDW","AUS",365,4769,779
"33754",2006,"OAK","PDX",3130,31645,21353
"33755",2006,"CVG","JAN",681,3538,3253
"33756",2006,"SLC","PSC",1365,5406,4983
"33757",2006,"CEC","SFO",425,12566,12909
"33758",2006,"DAL","IAH",4369,32439,48173
"33759",2006,"STT","SJU",575,1757,364
"33760",2006,"DEN","KOA",52,603,234
"33761",2006,"IAD","FLL",1301,15612,8702
"33762",2006,"MKE","ATL",3422,44955,43706
"33763",2006,"ATL","LGA",10113,176022,196422
"33764",2006,"ILM","ATL",1648,28332,27539
"33765",2006,"CMH","DFW",1772,10535,6062
"33766",2006,"DTW","SEA",1167,14428,16938
"33767",2006,"MIA","DFW",3252,34115,26234
"33768",2006,"BWI","MIA",985,6237,4652
"33769",2006,"ANC","LAX",327,462,1178
"33770",2006,"ANC","IAH",200,4894,4342
"33771",2006,"SAT","SAN",330,2321,-1759
"33772",2006,"FAT","PSP",2,2,NA
"33773",2006,"CVG","SJU",33,465,660
"33774",2006,"TVC","MSP",74,218,-135
"33775",2006,"TUS","GJT",1,-4,NA
"33776",2006,"BHM","COS",1,-3,NA
"33777",2006,"CMH","RDU",228,1013,-807
"33778",2007,"BHM","MDW",723,6184,5676
"33779",2007,"CMH","MCO",937,7827,2962
"33780",2007,"LAS","BUR",4869,58006,48424
"33781",2007,"OAK","BNA",364,3732,545
"33782",2007,"LFT","IAH",3272,16063,15062
"33783",2007,"EWR","BDL",1347,22680,18625
"33784",2007,"CLE","MCI",1293,13435,13470
"33785",2007,"CLT","ATL",5940,55169,44948
"33786",2007,"SBN","ORD",1892,29229,23229
"33787",2007,"JFK","CMH",2167,49397,46974
"33788",2007,"ORF","CVG",646,4992,3362
"33789",2007,"SLC","GJT",1267,6464,8244
"33790",2007,"CEC","ACV",345,5232,7278
"33791",2007,"ACV","SMF",597,5293,9386
"33792",2007,"TUL","ORD",2144,34927,32371
"33793",2007,"ORD","DEN",6105,121012,108965
"33794",2007,"PIT","SJU",51,605,952
"33795",2007,"ATL","GPT",2472,37390,26368
"33796",2007,"ATL","TUL",1946,42071,35089
"33797",2007,"SHV","CVG",103,370,612
"33798",2007,"CLT","MDW",631,3550,7760
"33799",2007,"FLL","HPN",957,8161,10959
"33800",2007,"ROC","TPA",362,-1190,-162
"33801",2007,"DBQ","ORD",1321,12512,14366
"33802",2007,"DTW","BOS",2441,28255,41581
"33803",2007,"MSP","FLL",464,3675,6463
"33804",2007,"XNA","DTW",347,3188,1950
"33805",2007,"MEM","TLH",1068,7434,4673
"33806",2007,"DFW","IAD",1926,26515,22929
"33807",2007,"TPA","DFW",2849,27584,24924
"33808",2007,"EWR","RSW",2000,14624,7695
"33809",2008,"MAF","DAL",1988,21138,17906
"33810",2008,"MCO","MDW",3508,30272,12203
"33811",2008,"BNA","PVD",366,5743,3196
"33812",2008,"BWI","BDL",2856,29580,22144
"33813",2008,"FLL","PVD",423,6505,2701
"33814",2008,"GSO","EWR",1018,29423,26208
"33815",2008,"MSP","CLE",1852,14820,6641
"33816",2008,"GSP","CLE",507,2671,2032
"33817",2008,"STL","CLT",1071,6810,6111
"33818",2008,"BHM","CVG",593,5753,3365
"33819",2008,"SFO","JFK",6860,108577,93975
"33820",2008,"DEN","EWR",2160,67257,57908
"33821",2008,"DCA","PVD",663,1884,104
"33822",2008,"MEM","EVV",875,4834,1722
"33823",2008,"IAD","DFW",1934,19560,21490
"33824",2008,"SEA","ANC",6176,55425,47947
"33825",2008,"BZN","DTW",19,-57,-128
"33826",2008,"JAX","CLE",136,2088,1827
"33827",2008,"MEM","ORF",241,1008,-928
"33828",2008,"XNA","BHM",1,-6,NA
"33829",1995,"SNA","ATL",30,224,613
"33830",1987,"PHL","ORD",1360,5256,1033
"33831",1987,"CAE","SAV",78,489,480
"33832",1987,"OKC","ORD",425,3086,3824
"33833",1987,"HPN","ORD",166,898,-73
"33834",1987,"MCI","MCO",80,346,651
"33835",1987,"YUM","PHX",422,1901,1557
"33836",1987,"MSP","MEM",479,5148,6244
"33837",1987,"MEM","MCO",405,2291,5126
"33838",1987,"BWI","MYR",134,1083,835
"33839",1987,"SDF","RIC",166,699,437
"33840",1987,"BIL","MSO",166,2305,369
"33841",1987,"ATL","MLU",90,449,998
"33842",1987,"SEA","SLC",440,2735,4452
"33843",1987,"BUF","DCA",256,869,1028
"33844",2003,"SEA","LGB",48,593,1205
"33845",1992,"FLL","MEM",16,-20,-56
"33846",1989,"PIT","UCA",27,543,561
"33847",2001,"STX","SJU",167,1608,1843
"33848",2007,"ORD","GPT",18,306,496
"33849",1988,"EWR","SJU",1760,15670,11303
"33850",1988,"STL","OKC",2026,15978,11566
"33851",1988,"OGG","LIH",458,-1301,-1861
"33852",1988,"SFO","HNL",3506,54775,22096
"33853",1988,"SDF","ORD",2498,15459,21052
"33854",1988,"ELP","SFO",269,4601,4244
"33855",1988,"MSP","SFO",2052,31860,27036
"33856",1988,"LGA","DTW",3502,28642,29635
"33857",1988,"PFN","MEM",558,1582,4655
"33858",1988,"ROA","EWR",321,1799,4584
"33859",1988,"IAH","LAS",666,6195,-4981
"33860",1988,"HOU","LGA",873,5425,4099
"33861",1988,"SLC","DFW",2888,14361,14298
"33862",1988,"SLC","TUL",703,2361,2205
"33863",1988,"PHL","ALB",1712,16220,19156
"33864",1988,"PWM","PHL",801,7215,6020
"33865",1988,"BIS","SLC",209,-105,-773
"33866",1988,"CAK","CMH",266,129,370
"33867",1988,"CMH","BNA",324,404,3164
"33868",1989,"PIT","DFW",2060,21878,13754
"33869",1989,"PIT","ATL",4209,21281,16823
"33870",1989,"ABQ","TUS",584,5676,4747
"33871",1989,"LAX","SJC",7321,30229,26116
"33872",1989,"ALB","DCA",677,2221,5146
"33873",1989,"HOU","SAT",4019,39444,33259
"33874",1989,"RAP","MSP",598,151,1139
"33875",1989,"IND","CVG",1707,4477,9034
"33876",1989,"CLT","JAX",1872,33888,36297
"33877",1989,"YUM","LAS",71,668,751
"33878",1989,"EWR","PVD",1657,15107,7086
"33879",1989,"GCN","PHX",167,693,958
"33880",1990,"IND","PHL",1065,7164,9279
"33881",1990,"MHT","PHL",1050,5287,4219
"33882",1990,"CLT","BHM",1358,4827,4193
"33883",1990,"FLL","BWI",890,7662,8838
"33884",1990,"JAN","MEM",1007,525,-1944
"33885",1990,"MSP","IAD",694,2090,3275
"33886",1990,"MSY","STL",1395,7229,7039
"33887",1990,"LGB","DEN",475,1930,2623
"33888",1990,"PVD","IAD",1235,5248,4202
"33889",1990,"PHL","IAD",1209,1810,2706
"33890",1990,"IAH","DFW",9337,59433,65093
"33891",1990,"CVG","FLL",1003,5721,6260
"33892",1990,"ATL","SHV",355,4725,3999
"33893",1990,"ORD","ELP",739,8464,7853
"33894",1990,"OKC","IAH",1050,3315,7300
"33895",1991,"EWR","BUF",3225,15926,14847
"33896",1991,"DAY","LAX",877,4342,968
"33897",1991,"SNA","SFO",4349,59878,52873
"33898",1991,"PIT","MCI",1056,10598,5516
"33899",1991,"LAX","TUS",2182,14978,14228
"33900",1991,"SWF","PIT",846,4166,9039
"33901",1991,"IAD","EWR",1773,12007,13585
"33902",1991,"MIA","ORD",2715,19030,16513
"33903",1991,"SRQ","MCO",2095,4043,3882
"33904",1991,"PDX","BUR",499,518,93
"33905",1991,"DEN","BIS",673,5040,3073
"33906",1991,"ORF","BNA",861,573,-858
"33907",1991,"CLT","SYR",691,2392,-2130
"33908",1991,"SFO","MIA",296,4982,5507
"33909",1991,"LGA","BDL",17,118,-102
"33910",1992,"IAD","PIT",1445,4042,2864
"33911",1992,"IAH","PIT",1740,8960,1272
"33912",1992,"MAF","ABQ",661,3383,1029
"33913",1992,"STL","IND",3559,18683,4313
"33914",1992,"SNA","ORD",2380,9705,14233
"33915",1992,"TYS","ATL",2831,14424,10593
"33916",1992,"AGS","ATL",2076,12158,16640
"33917",1992,"ANC","PDX",440,1423,3057
"33918",1992,"PDX","SJC",3272,2407,-1220
"33919",1992,"STX","RDU",354,3857,3977
"33920",1993,"PIT","MSP",2084,9902,9971
"33921",1993,"FSD","ORD",1313,6774,10221
"33922",1993,"IAD","PWM",244,3385,3231
"33923",1993,"IAH","MFE",1813,6610,-6425
"33924",1993,"DFW","HNL",1010,9487,12154
"33925",1993,"LAS","BOS",333,4544,3968
"33926",1993,"RDU","PVD",1035,4423,3316
"33927",1993,"LGB","SFO",1010,2470,1604
"33928",1993,"BOI","LAX",4,33,38
"33929",1994,"CLT","IAD",1571,10237,14311
"33930",1994,"LAS","ONT",3494,14084,11861
"33931",1994,"MSP","PHL",1641,9894,9100
"33932",1994,"SAT","STL",1415,2289,-314
"33933",1994,"MSY","LGA",696,9506,5514
"33934",1994,"RSW","IAH",158,923,982
"33935",1994,"ANC","SLC",704,6206,4076
"33936",1994,"CVG","SAN",705,8837,6166
"33937",1994,"PBI","BDL",483,4680,5418
"33938",1994,"SHV","MOB",356,2174,2158
"33939",1994,"LAS","PDX",628,4974,6791
"33940",1994,"DFW","FAT",693,5973,7464
"33941",1994,"RDU","FLL",1024,5157,4274
"33942",1994,"DSM","OMA",361,-50,-380
"33943",1994,"RDU","BOS",1108,13617,12874
"33944",1994,"ORD","JAC",103,897,788
"33945",1994,"PDX","SNA",465,976,2444
"33946",1995,"MDW","PIT",505,2351,2984
"33947",1995,"RSW","PIT",773,5166,5319
"33948",1995,"ATL","RDU",3478,31712,31475
"33949",1995,"MIA","SFO",1442,10974,13305
"33950",1995,"SJC","SLC",1791,9278,7310
"33951",1995,"DCA","TPA",1241,14915,11588
"33952",1995,"DCA","MHT",695,6436,5380
"33953",1995,"DFW","MOB",331,4064,3500
"33954",1995,"OMA","MSP",2050,3109,2365
"33955",1995,"LAX","OAK",13294,157560,156223
"33956",1995,"LAX","JFK",8142,65534,64343
"33957",1995,"MEM","LAX",1083,8918,3370
"33958",1995,"ATL","BDL",1477,19814,17163
"33959",1995,"OAJ","CLT",353,1235,896
"33960",1995,"BWI","DCA",154,994,371
"33961",1995,"MHT","DCA",714,4092,-1353
"33962",1995,"DTW","DEN",2482,26096,13520
"33963",1995,"CMH","IND",654,6569,7562
"33964",1995,"MCI","IAD",1,20,77
"33965",1996,"IAD","PIT",669,6817,7643
"33966",1996,"CVG","PWM",1079,11175,16268
"33967",1996,"ICT","STL",1963,8613,11343
"33968",1996,"PHX","LIT",366,5166,3443
"33969",1996,"ICT","MEM",795,-1213,-1963
"33970",1996,"FSD","ORD",704,6281,4316
"33971",1996,"GUC","ATL",75,1120,910
"33972",1996,"EWR","BNA",913,11155,13605
"33973",1996,"LAS","BOS",604,10908,13323
"33974",1996,"DFW","COS",3415,37938,42201
"33975",1996,"BWI","PHL",55,213,348
"33976",1997,"SLC","PHX",6085,36659,40950
"33977",1997,"JAX","PIT",360,1860,1458
"33978",1997,"RNO","SEA",2437,21037,20893
"33979",1997,"COS","SLC",857,2670,4511
"33980",1997,"TYS","STL",1065,3881,4550
"33981",1997,"DAL","MSY",1711,18820,16088
"33982",1997,"SDF","ORD",707,5039,5612
"33983",1997,"SJC","DFW",3626,8435,18649
"33984",1997,"IAH","DTW",1424,8228,7840
"33985",1997,"DCA","JAX",627,4135,3087
"33986",1997,"DTW","LAS",1914,32632,21180
"33987",1997,"ELP","ATL",357,2831,2911
"33988",1997,"OMA","ATL",1080,3392,5770
"33989",1997,"ONT","ATL",362,1736,4630
"33990",1997,"DEN","CID",717,6304,7857
"33991",1997,"PHX","CLE",999,4214,5706
"33992",1997,"MEM","DEN",358,6014,5397
"33993",1998,"OMA","PHX",1816,22378,24272
"33994",1998,"ELM","PIT",949,2863,3980
"33995",1998,"LAS","LBB",365,1764,-474
"33996",1998,"MSP","LGA",2392,30920,30256
"33997",1998,"STL","LIT",3410,43380,35679
"33998",1998,"DTW","FWA",548,4040,3652
"33999",1998,"OME","ANC",815,7339,9292
"34000",1998,"COS","ATL",703,2813,2255
"34001",1998,"EWR","CAE",155,-202,1397
"34002",1998,"MSY","DAL",1730,21836,18149
"34003",1998,"ONT","PSP",1,0,-8
"34004",1998,"LIH","LAX",203,1923,147
"34005",1999,"BWI","SDF",1376,16814,10690
"34006",1999,"STL","SMF",800,10165,4203
"34007",1999,"PIT","MCI",1332,18553,13749
"34008",1999,"BOS","MSP",2322,19081,2782
"34009",1999,"BWI","PHL",948,6667,7719
"34010",1999,"DAY","DFW",707,4497,1503
"34011",1999,"STL","IND",3795,38483,30936
"34012",1999,"DUT","ANC",524,8070,6036
"34013",1999,"PNS","ATL",2463,23983,23985
"34014",1999,"ATL","BDL",2117,21256,23407
"34015",1999,"PHL","BTV",1401,20451,22165
"34016",1999,"HOU","BWI",365,3760,2194
"34017",1999,"AMA","DAL",2628,22554,18636
"34018",1999,"FLL","MSY",147,361,-598
"34019",2000,"BDL","PIT",1755,12490,12420
"34020",2000,"RIC","PIT",1382,7439,5755
"34021",2000,"ABQ","STL",2426,23739,17239
"34022",2000,"DCA","SYR",923,717,722
"34023",2000,"MSP","TPA",1045,8603,8216
"34024",2000,"MDW","MCI",6081,79398,75176
"34025",2000,"CMH","DFW",1420,5072,588
"34026",2000,"DEN","DFW",7752,84386,85882
"34027",2000,"DTW","GSP",1265,10849,8545
"34028",2000,"BHM","HOU",793,7258,5074
"34029",2000,"SMF","IAD",356,1903,1921
"34030",2000,"DTW","JFK",1338,17825,14069
"34031",2000,"ABQ","LAS",2014,21452,16783
"34032",2000,"BOI","LAS",730,8998,5761
"34033",2000,"CVG","ATL",3905,32837,19866
"34034",2000,"DFW","ATL",9355,115244,99283
"34035",2000,"ATL","BNA",3158,28247,28476
"34036",2000,"SEA","BUR",998,12384,11121
"34037",2000,"PNS","CLT",1320,2761,3252
"34038",2000,"MSP","COS",730,10061,8193
"34039",2000,"MCO","CVG",1714,15453,15184
"34040",2000,"MSY","DAL",1816,26109,25529
"34041",2000,"MDT","PHL",2,58,87
"34042",2000,"JFK","LGA",0,NA,NA
"34043",2001,"CLT","TYS",778,1390,-200
"34044",2001,"CLT","PVD",1246,10310,6445
"34045",2001,"PBI","BWI",1193,10493,5563
"34046",2001,"STL","BWI",3135,24269,16472
"34047",2001,"LBB","ELP",333,3492,2403
"34048",2001,"MCO","STL",2989,19286,9225
"34049",2001,"STL","CMH",2793,21443,16122
"34050",2001,"PDX","BOI",1050,10534,7038
"34051",2001,"MSP","MIA",695,4988,3406
"34052",2001,"MSP","SDF",678,2641,2334
"34053",2001,"ORD","PDX",2713,39331,26958
"34054",2001,"PHX","ORD",5500,83178,70780
"34055",2001,"CVG","DFW",2722,15861,9473
"34056",2001,"BDL","ATL",2063,14840,10176
"34057",2001,"SLC","ATL",2802,19387,12660
"34058",2001,"DFW","MSY",2733,25133,20801
"34059",2001,"ATL","BTR",1035,9355,6997
"34060",2001,"ORD","EVV",1638,21560,16105
"34061",2001,"MIA","SJC",247,3287,3774
"34062",2001,"CLE","TPA",940,191,-3525
"34063",2002,"TPA","PHL",2383,16656,9544
"34064",2002,"ABQ","TUS",1051,7869,6704
"34065",2002,"SLC","LAS",4564,28870,15876
"34066",2002,"MCO","MHT",815,4981,-2544
"34067",2002,"CMH","MCO",1471,3881,-994
"34068",2002,"RDU","JFK",1352,13313,7010
"34069",2002,"MSP","STL",4042,9307,6408
"34070",2002,"MSP","ONT",727,3516,3652
"34071",2002,"BOI","SFO",135,531,1479
"34072",2002,"SMF","ORD",1302,9056,3657
"34073",2002,"ANC","SEA",6301,40996,19193
"34074",2002,"ATL","CMH",2416,15471,15906
"34075",2002,"COS","CVG",330,1741,2337
"34076",2002,"PDX","ATL",1082,2991,3239
"34077",2002,"FAT","DFW",629,1120,-1830
"34078",2002,"HDN","DFW",121,2085,1839
"34079",2002,"SJC","TUS",39,386,9
"34080",2002,"SDF","MEM",131,-60,-195
"34081",2002,"SUX","MSP",1,-2,2
"34082",2003,"SFO","MCO",369,2014,1064
"34083",2003,"PIT","BTV",3,-22,34
"34084",2003,"PHL","JAX",1056,6267,8667
"34085",2003,"BWI","ABQ",361,2301,-1868
"34086",2003,"PHX","SNA",4210,18009,2321
"34087",2003,"STL","CMH",1785,6601,3349
"34088",2003,"SYR","DTW",1374,-3119,-1731
"34089",2003,"MSP","PVD",720,1853,3954
"34090",2003,"EWR","JAX",1316,6922,8918
"34091",2003,"IAD","LGA",2424,30315,18622
"34092",2003,"TUS","ATL",706,935,-4076
"34093",2003,"ATL","GNV",2386,32725,29718
"34094",2003,"ATL","ABY",1431,12884,9800
"34095",2003,"ORD","BNA",3747,46039,43318
"34096",2003,"LGA","MIA",3202,25754,22608
"34097",2003,"RNO","DFW",845,5126,5040
"34098",2003,"RIC","STL",720,-2960,-4295
"34099",2003,"CDV","ANC",344,2295,1882
"34100",2003,"FLL","CLE",737,-246,-557
"34101",2003,"RSW","IAH",607,-751,-2973
"34102",2003,"CVG","ATW",1064,10266,6133
"34103",2003,"SBN","CVG",1602,6674,5923
"34104",2003,"TLH","IAD",1,0,-3
"34105",2003,"MLI","DEN",171,1503,581
"34106",2003,"AEX","MSY",1,0,0
"34107",2004,"BOI","RNO",1045,7313,4444
"34108",2004,"PDX","SLC",2332,9952,6927
"34109",2004,"DTW","BDL",1505,7810,10425
"34110",2004,"ATL","TLH",2968,27644,22370
"34111",2004,"ATL","FNT",2599,35651,31296
"34112",2004,"LGA","TYS",326,4449,4160
"34113",2004,"MIA","TLH",352,1323,204
"34114",2004,"DFW","COS",3276,27667,20622
"34115",2004,"LAX","IYK",1028,1153,-2229
"34116",2004,"PSC","SEA",705,4736,2396
"34117",2004,"SLC","MTJ",6,121,NA
"34118",2004,"IAH","RDU",1740,5697,9116
"34119",2004,"EWR","MYR",366,45,-198
"34120",2004,"OKC","IAH",2072,9460,14194
"34121",2004,"BOS","CLE",1257,3533,7253
"34122",2004,"ATL","LGA",8388,134810,131741
"34123",2004,"HNL","ATL",382,-364,755
"34124",2004,"ATL","HDN",20,268,328
"34125",2004,"BWI","BOS",5046,32312,30554
"34126",2004,"DFW","LRD",1210,12336,12504
"34127",2004,"ORD","DBQ",1145,18157,20645
"34128",2004,"SFO","SMX",1,0,NA
"34129",2004,"DCA","MYR",1,0,-18
"34130",2005,"ORD","CVG",7135,74995,64814
"34131",2005,"ORD","TPA",2793,36139,30758
"34132",2005,"ALB","BWI",2401,23654,14286
"34133",2005,"LAS","BDL",363,6816,4827
"34134",2005,"ONT","SJC",3042,22366,16312
"34135",2005,"SJC","RNO",2062,21658,13471
"34136",2005,"MSP","PVD",526,3611,6234
"34137",2005,"XNA","ATL",1831,32935,25031
"34138",2005,"JFK","PNS",586,3434,5449
"34139",2005,"PSC","SLC",2032,2380,1471
"34140",2005,"SAN","IPL",360,-635,-566
"34141",2005,"ORD","ROA",314,4073,1978
"34142",2005,"SMF","SLC",1734,5317,4539
"34143",2005,"AVP","LAN",2,237,NA
"34144",2005,"BNA","IAH",2503,6744,8948
"34145",2005,"BRO","IAH",1827,2044,11331
"34146",2005,"IND","SFO",51,185,-10
"34147",2005,"ATL","JAN",2319,34292,32244
"34148",2005,"BQK","ATL",1222,13861,14138
"34149",2005,"BOS","STL",1377,11261,4451
"34150",2005,"DFW","RIC",1038,9254,5606
"34151",2005,"SEA","DCA",729,7021,6993
"34152",2005,"IND","IAD",1007,-956,-1489
"34153",2005,"IAD","SYR",1669,11436,2178
